Date,Open,High,Low,Close,Adj Close,Volume
2019-11-13,65.282501,66.195000,65.267502,66.117500,65.019051,102734400
2019-11-14,65.937500,66.220001,65.525002,65.660004,64.569160,89182800
2019-11-15,65.919998,66.445000,65.752502,66.440002,65.336212,100206400
2019-11-18,66.449997,66.857498,66.057503,66.775002,65.665634,86703200
2019-11-19,66.974998,67.000000,66.347504,66.572502,65.466507,76167200
2019-11-20,66.385002,66.519997,65.099998,65.797501,64.704376,106234400
2019-11-21,65.922501,66.002502,65.294998,65.502502,64.414268,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445000,64.357727,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,65.486168,84020400
2019-11-26,66.735001,66.790001,65.625000,66.072502,64.974815,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,65.847565,65235600
2019-11-29,66.650002,67.000000,66.474998,66.812500,65.702515,46617600
2019-12-02,66.817497,67.062500,65.862503,66.040001,64.942841,94487200
2019-12-03,64.577499,64.882500,64.072502,64.862503,63.784916,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.347893,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,65.291946,74424400
2019-12-06,66.870003,67.750000,66.824997,67.677498,66.553131,106075600
2019-12-09,67.500000,67.699997,66.227501,66.730003,65.621384,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,66.004898,90420400
2019-12-11,67.202499,67.775002,67.125000,67.692497,66.567886,78756800
2019-12-12,66.945000,68.139999,66.830002,67.864998,66.737518,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,67.644707,133587600
2019-12-16,69.250000,70.197502,69.245003,69.964996,68.802635,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,68.937851,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,68.773132,116028400
2019-12-19,69.875000,70.294998,69.737503,70.004997,68.841965,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,68.699387,275978000
2019-12-23,70.132500,71.062500,70.092499,71.000000,69.820442,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,69.886818,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,71.273392,93121200
2019-12-27,72.779999,73.492500,72.029999,72.449997,71.246353,146266000
2019-12-30,72.364998,73.172501,71.305000,72.879997,71.669212,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,72.192863,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,73.840042,135480400
2020-01-03,74.287498,75.144997,74.125000,74.357498,73.122154,146322800
2020-01-06,73.447502,74.989998,73.187500,74.949997,73.704819,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,73.358185,108872000
2020-01-08,74.290001,76.110001,74.290001,75.797501,74.538239,132079200
2020-01-09,76.809998,77.607498,76.550003,77.407501,76.121498,170108400
2020-01-10,77.650002,78.167503,77.062500,77.582497,76.293579,140644800
2020-01-13,77.910004,79.267502,77.787498,79.239998,77.923538,121532000
2020-01-14,79.175003,79.392502,78.042503,78.169998,76.871323,161954400
2020-01-15,77.962502,78.875000,77.387497,77.834999,76.541885,121923600
2020-01-16,78.397499,78.925003,78.022499,78.809998,77.500694,108829200
2020-01-17,79.067497,79.684998,78.750000,79.682503,78.358696,137816400
2020-01-21,79.297501,79.754997,79.000000,79.142502,77.827667,110843200
2020-01-22,79.644997,79.997498,79.327499,79.425003,78.105476,101832400
2020-01-23,79.480003,79.889999,78.912498,79.807503,78.481621,104472000
2020-01-24,80.062500,80.832497,79.379997,79.577499,78.255440,146537600
2020-01-27,77.514999,77.942497,76.220001,77.237503,75.954315,161940000
2020-01-28,78.150002,79.599998,78.047501,79.422501,78.103012,162234000
2020-01-29,81.112503,81.962502,80.345001,81.084999,79.737900,216229200
2020-01-30,80.135002,81.022499,79.687500,80.967499,79.622337,126743200
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.091995,199588400
2020-02-03,76.074997,78.372498,75.555000,77.165001,75.883018,173985600
2020-02-04,78.827499,79.910004,78.407501,79.712502,78.388199,136616400
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.027405,118826800
2020-02-06,80.642502,81.305000,80.065002,81.302498,79.951775,105425600
2020-02-07,80.592499,80.849998,79.500000,80.007500,78.865021,117684000
2020-02-10,78.544998,80.387497,78.462502,80.387497,79.239594,109348800
2020-02-11,80.900002,80.974998,79.677498,79.902496,78.761520,94323200
2020-02-12,80.367500,81.805000,80.367500,81.800003,80.631927,113730400
2020-02-13,81.047501,81.555000,80.837502,81.217499,80.057739,94747600
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.077461,80113600
2020-02-18,78.839996,79.937500,78.652496,79.750000,78.611198,152531200
2020-02-19,80.000000,81.142502,80.000000,80.904999,79.749702,93984000
2020-02-20,80.657501,81.162498,79.552498,80.074997,78.931564,100566000
2020-02-21,79.654999,80.112503,77.625000,78.262497,77.144943,129554000
2020-02-24,74.315002,76.044998,72.307503,74.544998,73.480522,222195200
2020-02-25,75.237503,75.632500,71.532501,72.019997,70.991577,230673600
2020-02-26,71.632500,74.470001,71.625000,73.162498,72.117767,198054800
2020-02-27,70.275002,71.500000,68.239998,68.379997,67.403557,320605600
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.364128,426884800
2020-03-02,70.570000,75.360001,69.430000,74.702499,73.635773,341397200
2020-03-03,75.917503,76.000000,71.449997,72.330002,71.297157,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.604240,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.184303,187572800
2020-03-06,70.500000,72.705002,70.307503,72.257500,71.225685,226176800
2020-03-09,65.937500,69.522499,65.750000,66.542503,65.592308,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,70.316368,285290000
2020-03-11,69.347504,70.305000,67.964996,68.857498,67.874245,255598800
2020-03-12,63.985001,67.500000,62.000000,62.057499,61.171341,418474000
2020-03-13,66.222504,69.980003,63.237499,69.492500,68.500175,370732000
2020-03-16,60.487499,64.769997,60.000000,60.552502,59.687832,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.312309,324056000
2020-03-18,59.942501,62.500000,59.279999,61.667500,60.786911,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.321156,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.491634,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.291519,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,60.838661,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.503517,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,63.687393,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.050594,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,62.792850,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,62.664707,197002000
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.367474,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.358120,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.490692,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,64.680504,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,63.931355,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.567657,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.040802,162116400
2020-04-13,67.077499,68.425003,66.457497,68.312500,67.337029,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,70.737755,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.092110,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.649040,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.690422,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.243881,130015200
2020-04-21,69.070000,69.312500,66.357498,67.092499,66.134438,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.039352,117057200
2020-04-23,68.967499,70.437500,68.717499,68.757500,67.775673,124814400
2020-04-24,69.300003,70.752502,69.250000,70.742500,69.732323,126508800
2020-04-27,70.449997,71.135002,69.987503,70.792503,69.781609,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,68.650490,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,70.905334,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,72.401154,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.235542,60154200
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.243446,33392000
2020-05-05,73.764999,75.250000,73.614998,74.389999,73.327736,36937800
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.084282,35583400
2020-05-07,75.805000,76.292503,75.492500,75.934998,74.850670,28803800
2020-05-08,76.410004,77.587502,76.072502,77.532501,77.259674,33512000
2020-05-11,77.025002,79.262497,76.809998,78.752502,78.475372,36486600
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.578537,40575300
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.641853,50155600
2020-05-14,76.127502,77.447502,75.382500,77.385002,77.112686,39732300
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.656792,41587100
2020-05-18,78.292503,79.125000,77.580002,78.739998,78.462914,33843100
2020-05-19,78.757500,79.629997,78.252502,78.285004,78.009521,25432400
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.526665,27848000
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.933754,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.441963,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.903862,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,79.247643,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,79.282524,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,79.205299,153598000
2020-06-01,79.437500,80.587502,79.302498,80.462502,80.179359,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.550545,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.993980,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,80.296448,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.583374,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,83.071640,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.694878,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.899590,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.679497,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,84.401947,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,85.445755,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.710258,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.588196,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.623077,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,87.122337,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,89.401787,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,91.310051,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.698242,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.889038,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,88.096405,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,90.126732,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.879066,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.707176,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.707176,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,93.133614,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.844635,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,95.006996,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,95.415558,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.582466,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,95.141525,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.715965,170989200
